summoner_name,played_with,won_with,played_against,lost_against,last_played,date
Dark5ider5,0.0,0,1,0,Sion,26-12-2022 14:28
DarK SaSuKe Off,0.0,0,1,0,Qiyana,0
Danielicious,0.0,0,1,1,Shyvana,0
DanielHunter65,0.0,0,1,0,Viktor,10-12-2022 21:19
DaRealWeapon,0.0,0,1,0,Jax,4-5-2023 22:20
DRdalV770,0.0,0,1,0,Maokai,10-12-2022 21:49
Cuttlefísh,0.0,0,1,1,Lucian,12-7-2022 12:26
CrownedClown98,0.0,0,1,1,MonkeyKing,0
Corgion,0.0,0,1,0,Vayne,0
CoolDude487,0.0,0,1,1,Varus,0
Citrus Maxima,0.0,0,1,1,Olaf,11-7-2022 18:4
Chów,0.0,0,1,0,MissFortune,23-4-2022 20:34
ChocoWhale,0.0,0,1,1,Illaoi,12-7-2022 12:26
ChlorineTastesOk,0.0,0,1,1,Ekko,0
Cerdo opresor,0.0,0,1,0,Ezreal,26-12-2022 14:28
Big Miss Steak,0.0,0,1,0,Leona,23-4-2022 21:15
BaconKopfMcEssit,0.0,0,1,1,Rell,0
BNZ Triclop,0.0,0,1,1,Twitch,0
BARK Marnou,0.0,0,1,1,Tristana,0
AzyTsuayo,0.0,0,1,0,Renekton,0
Arstario,0.0,0,1,0,Khazix,23-4-2022 20:34
Anemiè,0.0,0,1,1,Nasus,0
AndP1,0.0,0,1,1,Xerath,11-7-2022 18:4
AlwiniusQuintus,0.0,0,1,0,Yone,28-6-2023 21:27
Adrien France,0.0,0,1,0,TahmKench,1-10-2022 20:49
20 Meter Loli,0.0,0,1,0,Rammus,10-12-2022 21:49
1214,0.0,0,1,1,Thresh,4-5-2023 22:19
0nlap,0.0,0,1,0,Aatrox,0
0niiiiii,0.0,0,1,0,Alistar,0
0P Lasagne,0.0,0,1,0,Seraphine,0
0P Asian,0.0,0,1,0,Khazix,0
0AAnnAA0,0.0,0,1,0,Rakan,28-6-2023 21:27
 Giąnn,0.0,0,1,1,Rammus,0
