summoner_name,played_with,won_with,played_against,lost_against,last_played,date
Mystical M,0.0,0,1,0,Annie,19-5-2023 22:32
Mr Poo,0.0,0,1,0,Seraphine,20-3-2022 15:16
Motoaki Tanigo,0.0,0,1,1,Trundle,19-5-2023 22:32
Mossgross,0.0,0,1,1,Rammus,19-5-2023 22:33
Moony Marauder,0.0,0,1,0,Zyra,20-3-2022 15:16
Midlane Farmeur,0.0,0,1,0,Vex,19-5-2023 22:32
McFurry 39088,0.0,0,1,0,Nasus,20-3-2022 15:16
Max878,0.0,0,1,0,Trundle,20-3-2022 15:17
Markeles ,0.0,0,1,1,Neeko,20-3-2022 15:16
MapleWaffle,0.0,0,1,0,Seraphine,20-3-2022 15:15
Mahbou,0.0,0,1,0,Vladimir,0
MTG Yasahri,0.0,0,1,0,Karthus,4-8-2022 22:8
MPhil,0.0,0,1,0,Illaoi,0
MG0506,0.0,0,1,0,Khazix,0
MCBueffelhüftä,0.0,0,1,0,Azir,0
Lμcian,0.0,0,1,0,Malzahar,20-3-2022 15:16
Lûpushangrën,0.0,0,1,1,Nunu,0
Lézer Jani,0.0,0,1,0,Malphite,19-5-2023 22:32
Lyssjokolade,0.0,0,1,1,Jhin,20-3-2022 15:16
Lokkii2,0.0,0,1,0,MasterYi,0
LiquidRob,0.0,0,1,0,Tristana,19-5-2023 22:32
LelloCiampolillo,0.0,0,1,0,Lucian,0
LeedleLeedleLe,0.0,0,1,1,Hecarim,0
LapinPuissant,0.0,0,1,1,Annie,0
La Ptite Poupou,0.0,0,1,0,Caitlyn,20-3-2022 15:16
Kún,0.0,0,1,0,Corki,0
Kékette Legend ,0.0,0,1,1,Lillia,0
KrystofKozel,0.0,0,1,1,Nidalee,0
Krauzer39,0.0,0,1,1,Veigar,0
Kinniku Fuusen,0.0,0,1,0,Galio,0
Kerbassi Turbo ,0.0,0,1,1,AurelionSol,0
Kateline,0.0,0,1,1,Draven,0
Kasehì,0.0,0,1,1,Sylas,20-3-2022 15:17
Kakuja Pain,0.0,0,1,1,Camille,4-8-2022 22:8
Kabyle Sauvage,0.0,0,1,1,Zoe,0
KT Chuck Norris,0.0,0,1,1,Lulu,0
KRYzzolo,0.0,0,1,0,Qiyana,20-3-2022 15:16
KAMIKAZE Shuuks,0.0,0,1,0,Xerath,0
K4nashii,0.0,0,1,1,Quinn,20-3-2022 15:15
JÖJÖ  ÇÓÐÎùªÐÄ,0.0,0,1,1,Viego,19-5-2023 22:32
JudgeFudgè,0.0,0,1,1,Malphite,19-5-2023 22:32
Jonnnnnny,0.0,0,1,0,Draven,19-5-2023 22:32
Joaquín10,0.0,0,1,1,Ahri,20-3-2022 15:16
Jhiniius,0.0,0,1,0,Fiddlesticks,0
JeanChômage,0.0,0,1,1,Karma,19-5-2023 22:33
Jasonix,0.0,0,1,0,Yone,0
JakeCake,0.0,0,1,0,Shyvana,0
Jahseh Kun,0.0,0,1,0,Kindred,20-3-2022 15:16
JaapPinkachiu,0.0,0,1,1,Corki,0
JOJO Oscarwinner,0.0,0,1,1,Lissandra,19-5-2023 22:32
JOJO Jonimogebii,0.0,0,1,1,Sion,19-5-2023 22:32
JOJO Chicken 520,0.0,0,1,1,Galio,19-5-2023 22:32
J B E I C R,0.0,0,1,1,Seraphine,19-5-2023 22:32
Izarrak,0.0,0,1,0,MissFortune,0
IrongamerXD,0.0,0,1,0,Ezreal,20-3-2022 15:16
Iotti,0.0,0,1,1,Veigar,19-5-2023 22:33
Immunei,0.0,0,1,1,Sion,0
Icebjorn,0.0,0,1,1,Lulu,0
II Dani II,0.0,0,1,1,Katarina,0
IAMTHEALLRANGE,0.0,0,1,1,Nautilus,19-5-2023 22:32
I Hate This Gamë,0.0,0,1,1,Janna,0
HunterØfSouls,0.0,0,1,1,Swain,0
Humeisterr,0.0,0,1,0,Irelia,0
Hockpold,0.0,0,1,1,Mordekaiser,0
Hirayshin,0.0,0,1,0,Orianna,0
Hidekooo,0.0,0,1,0,Pantheon,19-5-2023 22:32
HexoFreeze,0.0,0,1,0,Brand,20-3-2022 15:16
HexaSquare,0.0,0,1,0,Ashe,0
HaaaveYouMet,0.0,0,1,0,Nunu,0
HEHE OLDMAN,0.0,0,1,1,Rumble,20-3-2022 15:16
GαllaR,0.0,0,1,0,Qiyana,19-5-2023 22:32
Gwenisgae,0.0,0,1,1,Sett,20-3-2022 15:16
Gohan2234,0.0,0,1,0,Khazix,0
Gnarlyy,0.0,0,1,1,Ashe,0
Gl3eful,0.0,0,1,0,Zyra,0
GenkaiToppaBlue,0.0,0,1,0,Viego,20-3-2022 15:16
Genieasaurus Rex,0.0,0,1,0,Corki,19-5-2023 22:32
Gautsby,0.0,0,1,0,Leblanc,0
Gaspode,0.0,0,1,1,Leona,0
Gaming is Cringe,0.0,0,1,1,Graves,19-5-2023 22:33
GTO URUMI,0.0,0,1,0,Lulu,0
G2 oselote,0.0,0,1,0,Alistar,20-3-2022 15:16
